,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_oxazole,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
14758,15.34830542440608,15.34830542440608,0.1529830384917194,-0.4508807731336588,0.0601292666544304,14.073170731707316,1095.3899999999996,1020.7979999999992,1094.544517328,420,0,0.2610252518351523,-0.4566742866792405,0.4566742866792405,0.2610252518351523,0.3048780487804878,0.5121951219512195,0.6951219512195121,16.491656788951552,9.802458361667131,2.4135334552933467,-2.3232816425513407,2.5789003578790504,-2.407840865263105,6.444589888517822,0.0592548781586118,1.1996810007008754,1.355257315425506,3522.417895224018,58.533711511285134,49.95005958562259,49.95005958562259,38.75875705328218,28.98545592513202,28.98545592513202,26.42580472254265,26.42580472254265,16.3300620148804,16.3300620148804,11.567290050753218,11.567290050753218,-8.239999999999997,3.0708655733712097e+18,55.65868629066173,20.3289005763924,9.771068017332892,481.1921165054852,18.9474518152002,45.99609466627124,0.0,0.0,23.628718917406022,0.0,28.97796819798824,0.0,0.0,0.0,158.30490058921364,129.55181591176648,56.17930652754352,22.253805966787983,38.12560055148748,66.71851263312439,0.0,9.799819461700956,0.0,144.27556916495988,13.08951281182515,165.8349533028082,45.99609466627124,18.9474518152002,0.0,45.99609466627124,0.0,46.51805119093213,21.65996187758712,0.0,186.30136795723607,121.32734136923226,0.0,43.089793715718365,111.68,23.628718917406022,0.0,19.178148736287287,57.003280656200246,101.9275316278416,35.09544921264,9.799819461700956,24.26546827384644,110.90934749476703,83.08484639628746,18.9474518152002,28.85703635829746,0.0,64.0635403494516,3.7409242088525305,4.899586563806263,1.3634702485891572,38.7234110594379,2.7061597844177663,30.31253809381399,0.0,0.3333333333333333,82,0,10,0,2,2,4,9,0,9,0,0,8,0,10,2,14,0,0,0,0,0,13.798535363603378,11,18.88859999999999,329.0660000000009,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
14763,15.34830542440608,15.34830542440608,0.1529830384917194,-0.4508807731336588,0.0601292666544304,14.073170731707316,1095.3899999999996,1020.7979999999992,1094.544517328,420,0,0.2610252518351523,-0.4566742866792405,0.4566742866792405,0.2610252518351523,0.3048780487804878,0.5121951219512195,0.6951219512195121,16.491656788951552,9.802458361667131,2.4135334552933467,-2.3232816425513407,2.5789003578790504,-2.407840865263105,6.444589888517822,0.0592548781586118,1.1996810007008754,1.355257315425506,3522.417895224018,58.533711511285134,49.95005958562259,49.95005958562259,38.75875705328218,28.98545592513202,28.98545592513202,26.42580472254265,26.42580472254265,16.3300620148804,16.3300620148804,11.567290050753218,11.567290050753218,-8.239999999999997,3.0708655733712097e+18,55.65868629066173,20.3289005763924,9.771068017332892,481.1921165054852,18.9474518152002,45.99609466627124,0.0,0.0,23.628718917406022,0.0,28.97796819798824,0.0,0.0,0.0,158.30490058921364,129.55181591176648,56.17930652754352,22.253805966787983,38.12560055148748,66.71851263312439,0.0,9.799819461700956,0.0,144.27556916495988,13.08951281182515,165.8349533028082,45.99609466627124,18.9474518152002,0.0,45.99609466627124,0.0,46.51805119093213,21.65996187758712,0.0,186.30136795723607,121.32734136923226,0.0,43.089793715718365,111.68,23.628718917406022,0.0,19.178148736287287,57.003280656200246,101.9275316278416,35.09544921264,9.799819461700956,24.26546827384644,110.90934749476703,83.08484639628746,18.9474518152002,28.85703635829746,0.0,64.0635403494516,3.7409242088525305,4.899586563806263,1.3634702485891572,38.7234110594379,2.7061597844177663,30.31253809381399,0.0,0.3333333333333333,82,0,10,0,2,2,4,9,0,9,0,0,8,0,10,2,14,0,0,0,0,0,13.798535363603378,11,18.88859999999999,329.0660000000009,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3186,17.05803787722619,17.05803787722619,0.4711334371209221,-4.220648291736857,0.2027818756383343,15.681818181818182,586.5390000000003,549.2430000000005,586.307934024,222,0,0.7374381206800279,-0.3896042539258164,0.7374381206800279,0.3896042539258164,0.7045454545454546,1.25,1.7954545454545454,19.24808208286977,9.83490172265353,2.5523410523184453,-2.336855472164687,2.442998500560301,-2.51241180088588,6.584638915789588,-0.3616502896116964,3.531622858503578,1.5132299249919878,1872.070612331577,31.172633149578413,26.091788711810807,26.091788711810807,21.056587779343577,14.862814484505982,14.862814484505982,11.90956941546465,11.90956941546465,8.383400697203879,8.383400697203879,6.155304996341575,6.155304996341575,-4.905064935064934,8522085097.03987,29.179480566081367,11.304903196292251,5.1264177480256885,258.4839669046321,27.39578877655572,0.0,11.408724315826536,0.0,0.0,6.970048599862962,0.0,0.0,0.0,0.0,60.67332372298837,78.58515592214506,68.67846121350982,5.573104530069267,13.117856656867854,47.8576710025717,0.0,4.47811265798691,0.0,13.847474399381248,37.99050739240972,141.99298497174033,0.0,9.799819461700956,20.00609033655961,0.0,0.0,49.83707306100471,0.0,6.923737199690624,40.56539915617552,108.35132301525545,0.0,23.80116485057091,14.42,6.970048599862962,0.0,8.631317787192485,0.0,22.79658030552346,44.77478757629364,8.96465152766228,0.0,167.14722128442293,0.0,0.0,36.63991267811073,0.0,4.067100105964713,0.0,9.493085397645796,0.0,27.88684899211893,9.307911294969443,-0.3669000416149801,7.972041572805368,0.1621621621621621,44,0,4,0,2,2,0,3,1,4,0,0,2,0,7,3,7,0,0,0,0,0,7.497072798128201,6,8.221420000000007,183.5253999999995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,12.300573734927088,12.300573734927088,0.0389837910472827,-0.0389837910472827,0.4174008296523313,11.416666666666666,318.37600000000003,300.232,318.13682781599994,120,0,0.1898113705479783,-0.4525693162302411,0.4525693162302411,0.1898113705479783,1.0,1.75,2.5,16.339056708836637,10.049057039198647,2.1543825232575755,-2.2077821427044704,2.3098326002346576,-2.2107589104384178,5.961461745033709,0.6133665630635879,2.6150985447372723,2.0227095853468664,1064.0704375466382,16.681433796945207,13.743939487817746,13.743939487817746,11.707039898056806,8.22259633344434,8.22259633344434,5.805212892745479,5.805212892745479,4.467376383691318,4.467376383691318,3.196798099416378,3.196798099416378,-2.8799999999999994,460864.046736139,14.695868584110958,5.637781873881697,2.224785482290609,139.2364403019561,9.317060667903824,11.210628712464722,16.772057952417228,0.0,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,0.0,24.26546827384644,25.980208536304467,41.682081652361525,0.0,4.417150937053347,27.559555562871655,0.0,4.9839785209472085,0.0,13.847474399381248,17.98942254267563,58.75426412366525,11.454175413722904,10.32870012275102,5.687386274683562,0.0,0.0,18.07349133277236,0.0,0.0,13.847474399381248,57.74262466881805,0.0,33.326344701911,46.34,0.0,4.794537184071822,0.0,5.428790391900541,16.729491774981483,35.37375201343823,6.06636706846161,0.0,36.39820241076966,24.813751198693332,9.401129458000556,6.025771919879063,0.0,19.297052591901974,1.5048895455794806,3.2782519211388275,0.530460128495843,15.09038406335394,0.0,6.106523162984202,0.0,0.2,24,0,4,1,1,2,0,2,0,2,0,0,4,0,4,1,3,0,0,0,0,0,3.45217089685201,4,4.292200000000004,97.96800000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,12.300573734927088,12.300573734927088,0.0389837910472827,-0.0389837910472827,0.4174008296523313,11.416666666666666,318.37600000000003,300.232,318.13682781599994,120,0,0.1898113705479783,-0.4525693162302411,0.4525693162302411,0.1898113705479783,1.0,1.75,2.5,16.339056708836637,10.049057039198647,2.1543825232575755,-2.2077821427044704,2.3098326002346576,-2.2107589104384178,5.961461745033709,0.6133665630635879,2.6150985447372723,2.0227095853468664,1064.0704375466382,16.681433796945207,13.743939487817746,13.743939487817746,11.707039898056806,8.22259633344434,8.22259633344434,5.805212892745479,5.805212892745479,4.467376383691318,4.467376383691318,3.196798099416378,3.196798099416378,-2.8799999999999994,460864.046736139,14.695868584110958,5.637781873881697,2.224785482290609,139.2364403019561,9.317060667903824,11.210628712464722,16.772057952417228,0.0,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,0.0,24.26546827384644,25.980208536304467,41.682081652361525,0.0,4.417150937053347,27.559555562871655,0.0,4.9839785209472085,0.0,13.847474399381248,17.98942254267563,58.75426412366525,11.454175413722904,10.32870012275102,5.687386274683562,0.0,0.0,18.07349133277236,0.0,0.0,13.847474399381248,57.74262466881805,0.0,33.326344701911,46.34,0.0,4.794537184071822,0.0,5.428790391900541,16.729491774981483,35.37375201343823,6.06636706846161,0.0,36.39820241076966,24.813751198693332,9.401129458000556,6.025771919879063,0.0,19.297052591901974,1.5048895455794806,3.2782519211388275,0.530460128495843,15.09038406335394,0.0,6.106523162984202,0.0,0.2,24,0,4,1,1,2,0,2,0,2,0,0,4,0,4,1,3,0,0,0,0,0,3.45217089685201,4,4.292200000000004,97.96800000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,12.300573734927088,12.300573734927088,0.0389837910472827,-0.0389837910472827,0.4174008296523313,11.416666666666666,318.37600000000003,300.232,318.13682781599994,120,0,0.1898113705479783,-0.4525693162302411,0.4525693162302411,0.1898113705479783,1.0,1.75,2.5,16.339056708836637,10.049057039198647,2.1543825232575755,-2.2077821427044704,2.3098326002346576,-2.2107589104384178,5.961461745033709,0.6133665630635879,2.6150985447372723,2.0227095853468664,1064.0704375466382,16.681433796945207,13.743939487817746,13.743939487817746,11.707039898056806,8.22259633344434,8.22259633344434,5.805212892745479,5.805212892745479,4.467376383691318,4.467376383691318,3.196798099416378,3.196798099416378,-2.8799999999999994,460864.046736139,14.695868584110958,5.637781873881697,2.224785482290609,139.2364403019561,9.317060667903824,11.210628712464722,16.772057952417228,0.0,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,0.0,24.26546827384644,25.980208536304467,41.682081652361525,0.0,4.417150937053347,27.559555562871655,0.0,4.9839785209472085,0.0,13.847474399381248,17.98942254267563,58.75426412366525,11.454175413722904,10.32870012275102,5.687386274683562,0.0,0.0,18.07349133277236,0.0,0.0,13.847474399381248,57.74262466881805,0.0,33.326344701911,46.34,0.0,4.794537184071822,0.0,5.428790391900541,16.729491774981483,35.37375201343823,6.06636706846161,0.0,36.39820241076966,24.813751198693332,9.401129458000556,6.025771919879063,0.0,19.297052591901974,1.5048895455794806,3.2782519211388275,0.530460128495843,15.09038406335394,0.0,6.106523162984202,0.0,0.2,24,0,4,1,1,2,0,2,0,2,0,0,4,0,4,1,3,0,0,0,0,0,3.45217089685201,4,4.292200000000004,97.96800000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,12.300573734927088,12.300573734927088,0.0389837910472827,-0.0389837910472827,0.4174008296523313,11.416666666666666,318.37600000000003,300.232,318.13682781599994,120,0,0.1898113705479783,-0.4525693162302411,0.4525693162302411,0.1898113705479783,1.0,1.75,2.5,16.339056708836637,10.049057039198647,2.1543825232575755,-2.2077821427044704,2.3098326002346576,-2.2107589104384178,5.961461745033709,0.6133665630635879,2.6150985447372723,2.0227095853468664,1064.0704375466382,16.681433796945207,13.743939487817746,13.743939487817746,11.707039898056806,8.22259633344434,8.22259633344434,5.805212892745479,5.805212892745479,4.467376383691318,4.467376383691318,3.196798099416378,3.196798099416378,-2.8799999999999994,460864.046736139,14.695868584110958,5.637781873881697,2.224785482290609,139.2364403019561,9.317060667903824,11.210628712464722,16.772057952417228,0.0,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,0.0,24.26546827384644,25.980208536304467,41.682081652361525,0.0,4.417150937053347,27.559555562871655,0.0,4.9839785209472085,0.0,13.847474399381248,17.98942254267563,58.75426412366525,11.454175413722904,10.32870012275102,5.687386274683562,0.0,0.0,18.07349133277236,0.0,0.0,13.847474399381248,57.74262466881805,0.0,33.326344701911,46.34,0.0,4.794537184071822,0.0,5.428790391900541,16.729491774981483,35.37375201343823,6.06636706846161,0.0,36.39820241076966,24.813751198693332,9.401129458000556,6.025771919879063,0.0,19.297052591901974,1.5048895455794806,3.2782519211388275,0.530460128495843,15.09038406335394,0.0,6.106523162984202,0.0,0.2,24,0,4,1,1,2,0,2,0,2,0,0,4,0,4,1,3,0,0,0,0,0,3.45217089685201,4,4.292200000000004,97.96800000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,12.300573734927088,12.300573734927088,0.0389837910472827,-0.0389837910472827,0.4174008296523313,11.416666666666666,318.37600000000003,300.232,318.13682781599994,120,0,0.1898113705479783,-0.4525693162302411,0.4525693162302411,0.1898113705479783,1.0,1.75,2.5,16.339056708836637,10.049057039198647,2.1543825232575755,-2.2077821427044704,2.3098326002346576,-2.2107589104384178,5.961461745033709,0.6133665630635879,2.6150985447372723,2.0227095853468664,1064.0704375466382,16.681433796945207,13.743939487817746,13.743939487817746,11.707039898056806,8.22259633344434,8.22259633344434,5.805212892745479,5.805212892745479,4.467376383691318,4.467376383691318,3.196798099416378,3.196798099416378,-2.8799999999999994,460864.046736139,14.695868584110958,5.637781873881697,2.224785482290609,139.2364403019561,9.317060667903824,11.210628712464722,16.772057952417228,0.0,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,0.0,24.26546827384644,25.980208536304467,41.682081652361525,0.0,4.417150937053347,27.559555562871655,0.0,4.9839785209472085,0.0,13.847474399381248,17.98942254267563,58.75426412366525,11.454175413722904,10.32870012275102,5.687386274683562,0.0,0.0,18.07349133277236,0.0,0.0,13.847474399381248,57.74262466881805,0.0,33.326344701911,46.34,0.0,4.794537184071822,0.0,5.428790391900541,16.729491774981483,35.37375201343823,6.06636706846161,0.0,36.39820241076966,24.813751198693332,9.401129458000556,6.025771919879063,0.0,19.297052591901974,1.5048895455794806,3.2782519211388275,0.530460128495843,15.09038406335394,0.0,6.106523162984202,0.0,0.2,24,0,4,1,1,2,0,2,0,2,0,0,4,0,4,1,3,0,0,0,0,0,3.45217089685201,4,4.292200000000004,97.96800000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,12.300573734927088,12.300573734927088,0.0389837910472827,-0.0389837910472827,0.4174008296523313,11.416666666666666,318.37600000000003,300.232,318.13682781599994,120,0,0.1898113705479783,-0.4525693162302411,0.4525693162302411,0.1898113705479783,1.0,1.75,2.5,16.339056708836637,10.049057039198647,2.1543825232575755,-2.2077821427044704,2.3098326002346576,-2.2107589104384178,5.961461745033709,0.6133665630635879,2.6150985447372723,2.0227095853468664,1064.0704375466382,16.681433796945207,13.743939487817746,13.743939487817746,11.707039898056806,8.22259633344434,8.22259633344434,5.805212892745479,5.805212892745479,4.467376383691318,4.467376383691318,3.196798099416378,3.196798099416378,-2.8799999999999994,460864.046736139,14.695868584110958,5.637781873881697,2.224785482290609,139.2364403019561,9.317060667903824,11.210628712464722,16.772057952417228,0.0,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,0.0,24.26546827384644,25.980208536304467,41.682081652361525,0.0,4.417150937053347,27.559555562871655,0.0,4.9839785209472085,0.0,13.847474399381248,17.98942254267563,58.75426412366525,11.454175413722904,10.32870012275102,5.687386274683562,0.0,0.0,18.07349133277236,0.0,0.0,13.847474399381248,57.74262466881805,0.0,33.326344701911,46.34,0.0,4.794537184071822,0.0,5.428790391900541,16.729491774981483,35.37375201343823,6.06636706846161,0.0,36.39820241076966,24.813751198693332,9.401129458000556,6.025771919879063,0.0,19.297052591901974,1.5048895455794806,3.2782519211388275,0.530460128495843,15.09038406335394,0.0,6.106523162984202,0.0,0.2,24,0,4,1,1,2,0,2,0,2,0,0,4,0,4,1,3,0,0,0,0,0,3.45217089685201,4,4.292200000000004,97.96800000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,12.300573734927088,12.300573734927088,0.0389837910472827,-0.0389837910472827,0.4174008296523313,11.416666666666666,318.37600000000003,300.232,318.13682781599994,120,0,0.1898113705479783,-0.4525693162302411,0.4525693162302411,0.1898113705479783,1.0,1.75,2.5,16.339056708836637,10.049057039198647,2.1543825232575755,-2.2077821427044704,2.3098326002346576,-2.2107589104384178,5.961461745033709,0.6133665630635879,2.6150985447372723,2.0227095853468664,1064.0704375466382,16.681433796945207,13.743939487817746,13.743939487817746,11.707039898056806,8.22259633344434,8.22259633344434,5.805212892745479,5.805212892745479,4.467376383691318,4.467376383691318,3.196798099416378,3.196798099416378,-2.8799999999999994,460864.046736139,14.695868584110958,5.637781873881697,2.224785482290609,139.2364403019561,9.317060667903824,11.210628712464722,16.772057952417228,0.0,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,0.0,24.26546827384644,25.980208536304467,41.682081652361525,0.0,4.417150937053347,27.559555562871655,0.0,4.9839785209472085,0.0,13.847474399381248,17.98942254267563,58.75426412366525,11.454175413722904,10.32870012275102,5.687386274683562,0.0,0.0,18.07349133277236,0.0,0.0,13.847474399381248,57.74262466881805,0.0,33.326344701911,46.34,0.0,4.794537184071822,0.0,5.428790391900541,16.729491774981483,35.37375201343823,6.06636706846161,0.0,36.39820241076966,24.813751198693332,9.401129458000556,6.025771919879063,0.0,19.297052591901974,1.5048895455794806,3.2782519211388275,0.530460128495843,15.09038406335394,0.0,6.106523162984202,0.0,0.2,24,0,4,1,1,2,0,2,0,2,0,0,4,0,4,1,3,0,0,0,0,0,3.45217089685201,4,4.292200000000004,97.96800000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
