tag,Emission max (nm),Quantum yield,std_of_emission,std_of_plqy,PTR_emission,PTR_plqy,joint_target_prob_indep,sum_log_target_prob,Chromophore
14758,608.029648835298,0.7166931748812742,38.95317465645818,0.21546271779305998,0.5816576328436871,0.7484469020814221,0.4353398533738708,-0.8316282808038116,CCCCN1C(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c6c(cc(Oc7ccc(C(C)(C)C)cc7)c(c7c(Oc8ccc(C(C)(C)C)cc8)cc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O
14763,608.0298930275933,0.7167740861306315,34.98756328415912,0.19698581467748855,0.5907625856956544,0.7891874909589897,0.4662224427575986,-0.7630924137759727,CCCCN1C(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c6c(cc(Oc7ccc(C(C)(C)C)cc7)c(c7c(Oc8ccc(C(C)(C)C)cc8)cc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O
3186,711.5801297369856,0.4651412980448074,52.03753421087282,0.26387053572116775,0.983845707578275,0.4261179549884454,0.41923432093741464,-0.8693252768614653,CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)cc(/C=C/c3ccc(N(C)C)cc3)n1[B-]2(F)F
277,603.021723012611,0.6416646529895702,32.98735897468057,0.18681802704047237,0.5364930489336701,0.7483158946597289,0.40146627589152506,-0.9126317444119766,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
278,603.0286459433446,0.6417946824434174,32.16116986551342,0.1825249866910201,0.5375132952260651,0.7565244597562761,0.40664195528271463,-0.899822197467497,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
279,603.0344364396173,0.641905928094541,31.613158627158022,0.17961280631980514,0.5382343526166796,0.7621628984976785,0.41022225426135006,-0.8910561825937341,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
280,603.0394321360257,0.6420023299015859,31.220033887051674,0.177489064324815,0.5387778331091975,0.7663155809542697,0.4128738481843572,-0.8846131850192898,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
281,603.0440306940925,0.6420870286045497,30.921635313413407,0.1758581364199942,0.5392098902767528,0.7695308025712573,0.41493861961902917,-0.8796246742228526,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
282,603.0478309623916,0.6421623658587425,30.68613744462318,0.17455590910837274,0.5395589843774667,0.7721159284580721,0.41660208618050215,-0.8756237425333769,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
283,603.051198170023,0.6422300850203867,30.494974668169213,0.1734839327228743,0.5398499752389272,0.7742567729993504,0.417982499732271,-0.8723157140030224,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
284,603.0542954726227,0.642291502541673,30.334037120155514,0.17257955248798615,0.5401012183417374,0.7760723525693534,0.41915762314404614,-0.86950824091336,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
285,603.0571993927214,0.6423476302456252,30.196604535214874,0.17180098978318287,0.5403212784355389,0.7776424676002625,0.4201767722595409,-0.8670797699202902,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
286,603.0598203019383,0.6423992595971807,30.077510642260556,0.17111931308010975,0.5405149691844533,0.7790226499023343,0.42107340360595136,-0.8649481051393303,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
287,603.062245007508,0.6424470198778602,29.972462898154955,0.1705138508319986,0.5406885803189072,0.7802527518861577,0.4218737527072472,-0.8630491739054978,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
288,603.0645000541487,0.6424914188762509,29.878616151465,0.16996943926269978,0.5408458860660286,0.78136212573136,0.422596491229613,-0.8613374766514665,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
289,603.0666090930855,0.6425328718282513,29.793830520112508,0.16947470208315832,0.5409898054162918,0.782372874845273,0.42325574932552906,-0.8597786743032557,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
290,603.068579565258,0.6425717223595004,29.716573600762125,0.16902093719677913,0.5411223059827943,0.7833019663064851,0.4238621662886223,-0.8583469561079429,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
291,603.0704379272756,0.6426082578960055,29.645499083140596,0.16860137436167022,0.5412454192073135,0.7841626444218677,0.42442443920682926,-0.8570212885872981,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
292,603.0721997767076,0.6426427211839505,29.579572507048848,0.16821066716804556,0.5413606516134205,0.7849654012435432,0.4249493811111946,-0.8557852204188551,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
293,603.0738543305706,0.6426753190274175,29.518253708935767,0.16784453734370272,0.5414685019927867,0.7857186581234075,0.42544190480186395,-0.8546268742459836,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1
