Tag,UCB_emission,UCB_plqy
1,549.2621625677948,0.788656191597529
2,539.0594419349409,0.7431671296365524
3,699.1755367216953,1.005757216081538
4,569.2023062613204,0.8576576422920312
5,569.2023062613204,0.8576576422920312
6,528.0404273330628,0.9226760242080476
7,528.0404273330628,0.9226760242080476
8,528.0404273330628,0.9226760242080476
9,528.0404273330628,0.9226760242080476
10,528.0404273330628,0.9226760242080476
11,552.1119024460393,1.0863794464489245
12,552.1119024460393,1.0863794464489245
13,552.1119024460393,1.0863794464489245
14,552.1119024460393,1.0863794464489245
15,552.1119024460393,1.0863794464489245
16,588.5728362690955,0.9604165077798144
17,588.5728362690955,0.9604165077798144
18,588.5728362690955,0.9604165077798144
19,588.5728362690955,0.9604165077798144
20,589.4354198887021,1.0465819287810447
21,589.4354198887021,1.0465819287810447
22,589.4354198887021,1.0465819287810447
23,589.4354198887021,1.0465819287810447
24,589.4354198887021,1.0465819287810447
25,573.6097072053922,1.0515427652211764
26,573.6097072053922,1.0515427652211764
27,573.6097072053922,1.0515427652211764
28,536.3923720720702,1.0129950198058377
29,555.3083349434178,1.0029421859085077
30,569.5041112775118,1.1257879050548463
31,536.196630768417,0.8033085855474241
32,540.2243297952128,0.9919702138356283
33,721.5976710929488,0.850059986510517
34,684.8455200836864,0.9273342799690951
35,620.8499016823657,0.9574571194824459
36,657.1211194386515,0.7831870397206604
37,684.8455200836864,0.9273342799690951
38,721.5976710929488,0.850059986510517
39,620.8499016823657,0.9574571194824459
40,762.0632626335897,0.9984412504945085
41,657.1211194386515,0.7831870397206604
42,684.8455200836864,0.9273342799690951
43,620.8499016823657,0.9574571194824459
44,762.0632626335897,0.9984412504945085
45,684.8455200836864,0.9273342799690951
46,620.8499016823657,0.9574571194824459
47,657.1211194386515,0.7831870397206604
48,684.8455200836864,0.9273342799690951
49,721.5976710929488,0.850059986510517
50,620.8499016823657,0.9574571194824459
51,762.0632626335897,0.9984412504945085
52,657.1211194386515,0.7831870397206604
53,684.8455200836864,0.9273342799690951
54,721.5976710929488,0.850059986510517
55,620.8499016823657,0.9574571194824459
56,762.0632626335897,0.9984412504945085
57,657.1211194386515,0.7831870397206604
58,684.8455200836864,0.9273342799690951
59,721.5976710929488,0.850059986510517
60,620.8499016823657,0.9574571194824459
61,762.0632626335897,0.9984412504945085
62,657.1211194386515,0.7831870397206604
63,684.8455200836864,0.9273342799690951
64,721.5976710929488,0.850059986510517
65,620.8499016823657,0.9574571194824459
66,762.0632626335897,0.9984412504945085
67,657.1211194386515,0.7831870397206604
68,684.8455200836864,0.9273342799690951
69,721.5976710929488,0.850059986510517
70,620.8499016823657,0.9574571194824459
71,762.0632626335897,0.9984412504945085
84,542.3122916791748,1.0454383591889713
85,542.3122916791748,1.0454383591889713
86,542.3122916791748,1.0454383591889713
87,542.3122916791748,1.0454383591889713
88,542.3122916791748,1.0454383591889713
89,542.3122916791748,1.0454383591889713
90,542.3122916791748,1.0454383591889713
91,542.3122916791748,1.0454383591889713
92,534.1174988031826,0.8129146934371332
93,534.1174988031826,0.8129146934371332
94,534.1174988031826,0.8129146934371332
95,534.1174988031826,0.8129146934371332
96,534.1174988031826,0.8129146934371332
97,534.1174988031826,0.8129146934371332
100,427.7791411996098,0.7709341494906828
101,467.8136863111983,0.8306921853314999
102,473.26682318637927,0.8752274697579339
103,504.1180756257744,0.8590996091907592
105,455.9465504022986,0.8458324636735975
106,532.0543974669297,0.866605882398948
109,484.44057338170336,0.8461842017382146
110,467.8264291622413,0.8324890747263671
118,662.5700154772476,1.0460258004790481
120,662.5700154772476,1.0460258004790481
123,662.5700154772476,1.0460258004790481
164,608.6272816996585,0.9348444923582788
165,603.88996897432,0.8697777968603964
166,608.6272816996585,0.9348444923582788
167,603.88996897432,0.8697777968603964
168,608.6272816996585,0.9348444923582788
169,603.88996897432,0.8697777968603964
170,811.3722100627273,1.0001957722076098
171,812.95282179842,0.9999003120018007
172,790.0754347188628,1.0031659886692594
173,768.382750491134,0.9980757793134412
174,617.561370537575,0.937525602709845
175,821.031706716384,0.9998131001828579
176,783.2977007769023,1.0067048283546418
177,902.1179738847987,0.9974059265914068
178,717.458290713372,0.9296711374371076
179,583.7435127133555,0.763757110048196
180,792.7622007090072,1.0066239038109943
181,774.3071425050626,0.9975733624738276
182,680.4034115673153,0.9894962702779504
183,555.3083349434178,1.0029421859085077
184,736.8150667282458,0.9703588655010902
186,716.5538177430753,1.0221865586642134
187,827.3677658632982,0.8968332238785841
188,697.2352374050182,0.9928110036698629
189,625.9130623709316,0.7333637005745396
190,427.49525528913875,0.835036854942727
191,413.2583132505313,0.7262745407609646
192,508.43633953120934,0.870138131671219
193,509.37392345539354,0.8070522838724066
194,524.3654246497346,0.9444389373390806
195,422.4718181177012,0.6727671216613074
196,422.4718181177012,0.6727671216613074
197,492.94411200753495,0.7838340473753322
198,492.94411200753495,0.7838340473753322
199,503.3125778867791,1.0824487313677236
200,503.3125778867791,1.0824487313677236
201,451.0872831874194,0.7318075666014641
202,656.4225255413531,0.8814019596863563
203,656.4225255413531,0.8814019596863563
204,542.2788795949224,1.0798640555571581
205,427.49525528913875,0.835036854942727
206,427.49525528913875,0.835036854942727
207,574.2855706867662,0.645897848659998
208,657.1211194386515,0.7831870397206604
209,657.1211194386515,0.7831870397206604
210,634.1871782571027,0.9172795341869439
211,730.075160922876,0.9969584118445232
212,765.7175989290906,0.9824361839298567
213,413.2583132505313,0.7262745407609646
214,469.31675058461246,0.6991635432568626
215,468.0504450403545,0.7082456019466183
216,471.0600494891067,0.7268575387562658
217,465.6558555185144,0.7157334058564042
218,464.6453728336613,0.709678739197402
219,469.51706815519447,0.6997411053748012
220,469.31675058461246,0.6991635432568626
221,468.0504450403545,0.7082456019466183
222,471.0600494891067,0.7268575387562658
223,465.6558555185144,0.7157334058564042
224,464.6453728336613,0.709678739197402
225,469.51706815519447,0.6997411053748012
226,469.31675058461246,0.6991635432568626
227,468.0504450403545,0.7082456019466183
228,471.0600494891067,0.7268575387562658
229,465.6558555185144,0.7157334058564042
230,464.6453728336613,0.709678739197402
231,469.51706815519447,0.6997411053748012
232,469.31675058461246,0.6991635432568626
233,468.0504450403545,0.7082456019466183
234,471.0600494891067,0.7268575387562658
235,465.6558555185144,0.7157334058564042
236,464.6453728336613,0.709678739197402
237,469.51706815519447,0.6997411053748012
238,469.31675058461246,0.6991635432568626
239,468.0504450403545,0.7082456019466183
240,471.0600494891067,0.7268575387562658
241,465.6558555185144,0.7157334058564042
242,464.6453728336613,0.709678739197402
243,469.51706815519447,0.6997411053748012
244,469.31675058461246,0.6991635432568626
245,468.0504450403545,0.7082456019466183
246,471.0600494891067,0.7268575387562658
247,465.6558555185144,0.7157334058564042
248,464.6453728336613,0.709678739197402
249,469.51706815519447,0.6997411053748012
250,469.31675058461246,0.6991635432568626
251,468.0504450403545,0.7082456019466183
252,471.0600494891067,0.7268575387562658
253,465.6558555185144,0.7157334058564042
254,464.6453728336613,0.709678739197402
255,469.51706815519447,0.6997411053748012
256,471.0600494891067,0.7268575387562658
257,465.6558555185144,0.7157334058564042
258,464.6453728336613,0.709678739197402
259,469.51706815519447,0.6997411053748012
260,469.31675058461246,0.6991635432568626
261,468.0504450403545,0.7082456019466183
262,471.0600494891067,0.7268575387562658
263,465.6558555185144,0.7157334058564042
264,464.6453728336613,0.709678739197402
265,469.51706815519447,0.6997411053748012
266,464.6453728336613,0.709678739197402
267,469.31675058461246,0.6991635432568626
268,468.0504450403545,0.7082456019466183
269,471.0600494891067,0.7268575387562658
270,465.6558555185144,0.7157334058564042
271,464.6453728336613,0.709678739197402
272,469.51706815519447,0.6997411053748012
