Tag,PTR_emission,EI_plqy
1,0.0015413236078412051,0.00019865639996333563
2,0.0009988137092490357,0.00012560964688300143
3,0.21903388627932907,0.002764183345115816
4,0.00557876966076809,0.0005218773849572575
5,0.00557876966076809,0.0005218773849572575
6,8.902525490039892e-05,0.0006719512607062973
7,8.902525490039892e-05,0.0006719512607062973
8,8.902525490039892e-05,0.0006719512607062973
9,8.902525490039892e-05,0.0006719512607062973
10,8.902525490039892e-05,0.0006719512607062973
11,0.0014486338948119792,0.004966310595790856
12,0.0014486338948119792,0.004966310595790856
13,0.0014486338948119792,0.004966310595790856
14,0.0014486338948119792,0.004966310595790856
15,0.0014486338948119792,0.004966310595790856
16,0.013149805117515068,0.0014206877148546185
17,0.013149805117515068,0.0014206877148546185
18,0.013149805117515068,0.0014206877148546185
19,0.013149805117515068,0.0014206877148546185
20,0.014105927038656874,0.003497806122908634
21,0.014105927038656874,0.003497806122908634
22,0.014105927038656874,0.003497806122908634
23,0.014105927038656874,0.003497806122908634
24,0.014105927038656874,0.003497806122908634
25,0.005927542262774366,0.0035890493508675993
26,0.005927542262774366,0.0035890493508675993
27,0.005927542262774366,0.0035890493508675993
28,0.00011851433300769099,0.0020296814114489914
29,0.0007002243892851867,0.0017638801107805729
30,0.00430801504963807,0.007168995872756909
31,0.00041809362582034826,0.0001840367806748742
32,0.0003228525733305343,0.0016806440903463643
33,0.563601016278698,0.00046984562100825826
34,0.2214353136913807,0.0012862511510505423
35,0.048912593184514686,0.0015785654610883607
36,0.35929077711995494,4.8665483215462255e-05
37,0.2214353136913807,0.0012862511510505423
38,0.563601016278698,0.00046984562100825826
39,0.048912593184514686,0.0015785654610883607
40,0.7511360532053244,0.0023516970302746455
41,0.35929077711995494,4.8665483215462255e-05
42,0.2214353136913807,0.0012862511510505423
43,0.048912593184514686,0.0015785654610883607
44,0.7511360532053244,0.0023516970302746455
45,0.2214353136913807,0.0012862511510505423
46,0.048912593184514686,0.0015785654610883607
47,0.35929077711995494,4.8665483215462255e-05
48,0.2214353136913807,0.0012862511510505423
49,0.563601016278698,0.00046984562100825826
50,0.048912593184514686,0.0015785654610883607
51,0.7511360532053244,0.0023516970302746455
52,0.35929077711995494,4.8665483215462255e-05
53,0.2214353136913807,0.0012862511510505423
54,0.563601016278698,0.00046984562100825826
55,0.048912593184514686,0.0015785654610883607
56,0.7511360532053244,0.0023516970302746455
57,0.35929077711995494,4.8665483215462255e-05
58,0.2214353136913807,0.0012862511510505423
59,0.563601016278698,0.00046984562100825826
60,0.048912593184514686,0.0015785654610883607
61,0.7511360532053244,0.0023516970302746455
62,0.35929077711995494,4.8665483215462255e-05
63,0.2214353136913807,0.0012862511510505423
64,0.563601016278698,0.00046984562100825826
65,0.048912593184514686,0.0015785654610883607
66,0.7511360532053244,0.0023516970302746455
67,0.35929077711995494,4.8665483215462255e-05
68,0.2214353136913807,0.0012862511510505423
69,0.563601016278698,0.00046984562100825826
70,0.048912593184514686,0.0015785654610883607
71,0.7511360532053244,0.0023516970302746455
84,0.0001170188347280332,0.002897773640811157
85,0.0001170188347280332,0.002897773640811157
86,0.0001170188347280332,0.002897773640811157
87,0.0001170188347280332,0.002897773640811157
88,0.0001170188347280332,0.002897773640811157
89,0.0001170188347280332,0.002897773640811157
90,0.0001170188347280332,0.002897773640811157
91,0.0001170188347280332,0.002897773640811157
92,0.0007174425978451193,0.00029283962471974515
93,0.0007174425978451193,0.00029283962471974515
94,0.0007174425978451193,0.00029283962471974515
95,0.0007174425978451193,0.00029283962471974515
96,0.0007174425978451193,0.00029283962471974515
97,0.0007174425978451193,0.00029283962471974515
100,4.084093263578836e-08,0.00014422043445425667
101,2.8493612264091084e-06,0.0003227524921580022
102,6.199843287757467e-06,0.0005739560005188346
103,9.183519081268354e-05,0.0004997408118376746
105,2.5529213806274598e-06,0.0004421435852884482
106,0.0009447359471288497,0.0006333274492608242
109,1.4690449794518834e-05,0.00040470936959507986
110,2.9290194605291475e-06,0.0003307840931790649
118,0.40834512452610605,0.0029519994142796387
120,0.40834512452610605,0.0029519994142796387
123,0.40834512452610605,0.0029519994142796387
164,0.031523400025824655,0.0012763705299971475
165,0.0261577887498452,0.0007079307473907472
166,0.031523400025824655,0.0012763705299971475
167,0.0261577887498452,0.0007079307473907472
168,0.031523400025824655,0.0012763705299971475
169,0.0261577887498452,0.0007079307473907472
170,0.3591896596292947,0.002696980949153308
171,0.37505921525951846,0.0026902694045243484
172,0.26992527457840576,0.0027641253470674296
173,0.2900014449567868,0.0026484933307626447
174,0.03800729264941549,0.0014968630481771838
175,0.4809597351051813,0.0026865149121906157
176,0.3453547555202533,0.0028435331323532296
177,0.7128837931151057,0.002634064058713267
178,0.393081732067021,0.001309315642580194
179,0.009791133578711753,0.00011376038123628415
180,0.49893113381397836,0.002826414365839719
181,0.5002658470992667,0.0026008623847144086
182,0.09566896633561428,0.0024656188097833126
183,0.0007002243892851867,0.0017638801107805729
184,0.4564934593735498,0.001969659019826455
186,0.3511391132099003,0.00308921829819523
187,0.9323161902862838,0.0009211224482653579
188,0.12065350295042798,0.0025356911044257194
189,0.05589224293951267,0.0001490342630269669
190,2.0602066719277445e-09,0.00024052859184362906
191,9.35083577235929e-09,8.129261145044448e-05
192,0.0002360182365529484,0.0006542123562814821
193,0.00034592180238934844,0.0003602981417081077
194,0.0006207100104955732,0.0014104508333966006
195,9.064404782321844e-11,1.2670906211494163e-05
196,9.064404782321844e-11,1.2670906211494163e-05
197,7.521589480252722e-06,0.00012663991181447094
198,7.521589480252722e-06,0.00012663991181447094
199,1.3500301288216221e-05,0.004704651183595136
200,1.3500301288216221e-05,0.004704651183595136
201,2.1630766289248982e-07,7.216743672959253e-05
202,0.09559484949454178,0.000908238208032844
203,0.09559484949454178,0.000908238208032844
204,0.0005812101421159843,0.004620955023116175
205,2.0602066719277445e-09,0.00024052859184362906
206,2.0602066719277445e-09,0.00024052859184362906
207,0.006542163452239458,3.0097168394751248e-05
208,0.35929077711995494,4.8665483215462255e-05
209,0.35929077711995494,4.8665483215462255e-05
210,0.06469680675797596,0.001190683722475801
211,0.15210548629763687,0.002625901200370281
212,0.6848262001823614,0.0021158521903133047
213,9.35083577235929e-09,8.129261145044448e-05
214,3.635815925551178e-06,6.015673554693847e-05
215,2.9502419459648266e-06,6.64766310383831e-05
216,3.943378685922205e-06,8.61490949769563e-05
217,2.406328966531035e-06,7.405231734776755e-05
218,2.2082959083569165e-06,6.828989472502857e-05
219,3.28082565925758e-06,5.879433729063632e-05
220,3.635815925551178e-06,6.015673554693847e-05
221,2.9502419459648266e-06,6.64766310383831e-05
222,3.943378685922205e-06,8.61490949769563e-05
223,2.406328966531035e-06,7.405231734776755e-05
224,2.2082959083569165e-06,6.828989472502857e-05
225,3.28082565925758e-06,5.879433729063632e-05
226,3.635815925551178e-06,6.015673554693847e-05
227,2.9502419459648266e-06,6.64766310383831e-05
228,3.943378685922205e-06,8.61490949769563e-05
229,2.406328966531035e-06,7.405231734776755e-05
230,2.2082959083569165e-06,6.828989472502857e-05
231,3.28082565925758e-06,5.879433729063632e-05
232,3.635815925551178e-06,6.015673554693847e-05
233,2.9502419459648266e-06,6.64766310383831e-05
234,3.943378685922205e-06,8.61490949769563e-05
235,2.406328966531035e-06,7.405231734776755e-05
236,2.2082959083569165e-06,6.828989472502857e-05
