Tag,acquisition_score
1,3.061937991122339e-07
2,1.2546063732067222e-07
3,0.000605449820469313
4,2.9114337218405375e-06
5,2.9114337218405375e-06
6,5.982063226502253e-08
7,5.982063226502253e-08
8,5.982063226502253e-08
9,5.982063226502253e-08
10,5.982063226502253e-08
11,7.194365861226508e-06
12,7.194365861226508e-06
13,7.194365861226508e-06
14,7.194365861226508e-06
15,7.194365861226508e-06
16,1.868176658318605e-05
17,1.868176658318605e-05
18,1.868176658318605e-05
19,1.868176658318605e-05
20,4.9339797965116465e-05
21,4.9339797965116465e-05
22,4.9339797965116465e-05
23,4.9339797965116465e-05
24,4.9339797965116465e-05
25,2.1274241710450598e-05
26,2.1274241710450598e-05
27,2.1274241710450598e-05
28,2.4054633869598603e-07
29,1.2351118733436142e-06
30,3.088414211062998e-05
31,7.694460491666235e-08
32,5.426002694210787e-07
33,0.0002648054694943503
34,0.0002848214271187763
35,7.721173021334083e-05
36,1.7485059283401558e-05
37,0.0002848214271187763
38,0.0002648054694943503
39,7.721173021334083e-05
40,0.0017664444256551795
41,1.7485059283401558e-05
42,0.0002848214271187763
43,7.721173021334083e-05
44,0.0017664444256551795
45,0.0002848214271187763
46,7.721173021334083e-05
47,1.7485059283401558e-05
48,0.0002848214271187763
49,0.0002648054694943503
50,7.721173021334083e-05
51,0.0017664444256551795
52,1.7485059283401558e-05
53,0.0002848214271187763
54,0.0002648054694943503
55,7.721173021334083e-05
56,0.0017664444256551795
57,1.7485059283401558e-05
58,0.0002848214271187763
59,0.0002648054694943503
60,7.721173021334083e-05
61,0.0017664444256551795
62,1.7485059283401558e-05
63,0.0002848214271187763
64,0.0002648054694943503
65,7.721173021334083e-05
66,0.0017664444256551795
67,1.7485059283401558e-05
68,0.0002848214271187763
69,0.0002648054694943503
70,7.721173021334083e-05
71,0.0017664444256551795
84,3.390940947533318e-07
85,3.390940947533318e-07
86,3.390940947533318e-07
87,3.390940947533318e-07
88,3.390940947533318e-07
89,3.390940947533318e-07
90,3.390940947533318e-07
91,3.390940947533318e-07
92,2.100956211109238e-07
93,2.100956211109238e-07
94,2.100956211109238e-07
95,2.100956211109238e-07
96,2.100956211109238e-07
97,2.100956211109238e-07
100,5.890097048250428e-12
101,9.196384368819213e-10
102,3.558437257284818e-09
103,4.589379281199823e-08
105,1.1287578121901603e-09
106,5.983272076201233e-07
109,5.9453626754078876e-09
110,9.68873046154968e-10
118,0.001205434568425011
120,0.001205434568425011
123,0.001205434568425011
164,4.023553879827391e-05
165,1.851790293976719e-05
166,4.023553879827391e-05
167,1.851790293976719e-05
168,4.023553879827391e-05
169,1.851790293976719e-05
170,0.0009687276691530688
171,0.0010090103316975942
172,0.0007461072932763071
173,0.00076806689287958
174,5.689171192816634e-05
175,0.0012921055005233179
176,0.0009820276897375896
177,0.0018777815774836844
178,0.0005146680606078673
179,1.1138430886496322e-06
180,0.0014101861241765277
181,0.0013011226240777724
182,0.00023588320290961708
183,1.2351118733436142e-06
184,0.0008991364597468938
186,0.0010847453737400706
187,0.000858777371753933
188,0.0003059400141492025
189,8.329859235414465e-06
190,4.955386097056298e-13
191,7.601538591793206e-13
192,1.544060466607046e-07
193,1.246349825772015e-07
194,8.754809516010939e-07
195,1.1485422285981925e-15
196,1.1485422285981925e-15
197,9.52533428483857e-10
198,9.52533428483857e-10
199,6.351420843449739e-08
200,6.351420843449739e-08
201,1.561036957591979e-11
202,8.682289480209204e-05
203,8.682289480209204e-05
204,2.685745925696924e-06
205,4.955386097056298e-13
206,4.955386097056298e-13
207,1.9690059508803813e-07
208,1.7485059283401558e-05
209,1.7485059283401558e-05
210,7.703343470288437e-05
211,0.00039941397905187
212,0.001448991015639787
213,7.601538591793206e-13
214,2.1871881713072954e-10
215,1.9612214531586515e-10
216,3.397185049436172e-10
217,1.7819423627268171e-10
218,1.5080429510340517e-10
219,1.9289397040216443e-10
220,2.1871881713072954e-10
221,1.9612214531586515e-10
222,3.397185049436172e-10
223,1.7819423627268171e-10
224,1.5080429510340517e-10
225,1.9289397040216443e-10
226,2.1871881713072954e-10
227,1.9612214531586515e-10
228,3.397185049436172e-10
229,1.7819423627268171e-10
230,1.5080429510340517e-10
231,1.9289397040216443e-10
232,2.1871881713072954e-10
233,1.9612214531586515e-10
234,3.397185049436172e-10
235,1.7819423627268171e-10
236,1.5080429510340517e-10
237,1.9289397040216443e-10
238,2.1871881713072954e-10
239,1.9612214531586515e-10
240,3.397185049436172e-10
241,1.7819423627268171e-10
242,1.5080429510340517e-10
243,1.9289397040216443e-10
244,2.1871881713072954e-10
245,1.9612214531586515e-10
246,3.397185049436172e-10
247,1.7819423627268171e-10
248,1.5080429510340517e-10
249,1.9289397040216443e-10
250,2.1871881713072954e-10
251,1.9612214531586515e-10
252,3.397185049436172e-10
253,1.7819423627268171e-10
254,1.5080429510340517e-10
255,1.9289397040216443e-10
256,3.397185049436172e-10
257,1.7819423627268171e-10
258,1.5080429510340517e-10
259,1.9289397040216443e-10
260,2.1871881713072954e-10
261,1.9612214531586515e-10
262,3.397185049436172e-10
263,1.7819423627268171e-10
264,1.5080429510340517e-10
265,1.9289397040216443e-10
266,1.5080429510340517e-10
267,2.1871881713072954e-10
268,1.9612214531586515e-10
269,3.397185049436172e-10
270,1.7819423627268171e-10
271,1.5080429510340517e-10
272,1.9289397040216443e-10
273,3.397185049436172e-10
274,1.7819423627268171e-10
275,1.5080429510340517e-10
276,1.9289397040216443e-10
277,0.0010189417501062924
278,0.0010189417501062924
279,0.0010189417501062924
280,0.0010189417501062924
281,0.0010189417501062924
282,0.0010189417501062924
283,0.0010189417501062924
284,0.0010189417501062924
285,0.0010189417501062924
286,0.0010189417501062924
287,0.0010189417501062924
288,0.0010189417501062924
289,0.0010189417501062924
290,0.0010189417501062924
291,0.0010189417501062924
292,0.0010189417501062924
293,0.0010189417501062924
294,0.0010189417501062924
295,1.8521151557371846e-09
296,1.8521151557371846e-09
297,1.8521151557371846e-09
298,1.8521151557371846e-09
299,1.8521151557371846e-09
300,1.8521151557371846e-09
301,1.8521151557371846e-09
302,1.8521151557371846e-09
303,1.8521151557371846e-09
304,2.5536343895685168e-06
305,2.5536343895685168e-06
306,2.5536343895685168e-06
307,2.5536343895685168e-06
308,2.5536343895685168e-06
315,1.9538439458485348e-11
316,1.9538439458485348e-11
317,1.9538439458485348e-11
318,1.9538439458485348e-11
319,1.8552629169433026e-11
320,1.8552629169433026e-11
321,1.8552629169433026e-11
322,1.8552629169433026e-11
323,8.736034598973544e-12
324,8.736034598973544e-12
325,8.736034598973544e-12
326,1.9538439458485348e-11
327,1.8552629169433026e-11
328,8.736034598973544e-12
329,1.061141165510202e-07
330,6.825360107065982e-05
331,6.825360107065982e-05
332,6.825360107065982e-05
333,6.825360107065982e-05
334,6.825360107065982e-05
335,6.825360107065982e-05
336,6.825360107065982e-05
337,6.825360107065982e-05
338,6.825360107065982e-05
339,6.825360107065982e-05
340,6.825360107065982e-05
341,6.825360107065982e-05
342,6.825360107065982e-05
343,6.825360107065982e-05
344,6.825360107065982e-05
345,6.825360107065982e-05
346,6.825360107065982e-05
347,6.825360107065982e-05
359,1.806991827121238e-07
360,1.806991827121238e-07
366,5.436675942396751e-05
368,5.436675942396751e-05
373,6.7666267480085734e-06
374,6.7666267480085734e-06
375,6.7666267480085734e-06
379,1.1939340781341023e-06
380,1.1939340781341023e-06
381,1.1939340781341023e-06
382,1.1939340781341023e-06
455,2.2683335005430497e-06
456,9.174696817998147e-09
457,1.4418814199140785e-06
458,2.1942351934315237e-06
459,8.261861915794918e-07
460,1.4939783708876285e-07
508,4.185174680591489e-05
511,5.934521945177035e-08
516,5.934521945177035e-08
521,5.934521945177035e-08
526,5.934521945177035e-08
543,6.91450973656441e-08
544,6.91450973656441e-08
545,6.91450973656441e-08
547,4.6530120476976745e-08
548,4.6530120476976745e-08
561,3.9509526834697556e-16
562,2.3403265906681872e-07
563,3.1848524364269493e-08
564,7.919906213003873e-07
565,3.343791425119752e-11
566,2.6794872143707037e-09
567,1.3971268926147582e-08
568,4.6530120476976745e-08
569,5.350739482667229e-07
570,4.938909821644649e-12
571,1.822030058520337e-06
572,1.067924608080052e-05
573,2.3565483539258457e-05
574,1.78504183429415e-06
575,9.979593511236174e-06
576,2.4243129314118832e-05
577,4.648825212911534e-09
578,2.525524248523021e-08
579,1.2509042511204589e-07
580,1.78504183429415e-06
581,1.78504183429415e-06
582,1.78504183429415e-06
583,1.78504183429415e-06
584,1.78504183429415e-06
585,1.2892470275689322e-06
586,1.2892470275689322e-06
587,1.2892470275689322e-06
654,0.003168225567839931
655,0.003168225567839931
656,0.003168225567839931
657,0.003168225567839931
658,0.003168225567839931
659,0.003168225567839931
660,0.003168225567839931
661,0.003168225567839931
662,1.1462230142966374e-05
663,1.1462230142966374e-05
665,1.1462230142966374e-05
666,1.1462230142966374e-05
667,1.1462230142966374e-05
668,1.1462230142966374e-05
669,1.1462230142966374e-05
670,9.542831980685911e-06
672,9.542831980685911e-06
673,9.542831980685911e-06
674,9.542831980685911e-06
675,9.542831980685911e-06
676,9.542831980685911e-06
677,9.542831980685911e-06
678,5.873048964984045e-05
679,5.873048964984045e-05
681,5.873048964984045e-05
682,5.873048964984045e-05
683,5.873048964984045e-05
684,5.873048964984045e-05
685,5.873048964984045e-05
686,1.7385219424686673e-06
687,1.7385219424686673e-06
688,1.7385219424686673e-06
689,1.7385219424686673e-06
690,1.7385219424686673e-06
691,1.7385219424686673e-06
692,1.7385219424686673e-06
693,1.7385219424686673e-06
694,1.7385219424686673e-06
695,1.7385219424686673e-06
696,0.0017607687640519565
697,0.0017607687640519565
698,0.0017607687640519565
699,0.0017607687640519565
700,0.0017607687640519565
701,0.0017607687640519565
702,0.0017607687640519565
703,0.0017607687640519565
704,0.0017607687640519565
705,0.0017607687640519565
706,0.0012400601994982932
707,0.0012400601994982932
708,0.0012400601994982932
709,0.0012400601994982932
710,0.0012400601994982932
711,0.0012400601994982932
712,0.0012400601994982932
713,0.0012400601994982932
714,0.0012400601994982932
715,0.0012400601994982932
716,0.0006726227335893676
717,0.0006726227335893676
718,0.0006726227335893676
719,0.0006726227335893676
720,0.0006726227335893676
721,0.0006726227335893676
722,0.0006726227335893676
723,0.0006726227335893676
724,0.0006726227335893676
725,0.0006726227335893676
726,0.0006726227335893676
727,0.0006726227335893676
728,0.0006726227335893676
729,0.0006726227335893676
744,1.868176658318605e-05
745,1.868176658318605e-05
746,1.868176658318605e-05
747,1.868176658318605e-05
748,1.868176658318605e-05
749,4.9339797965116465e-05
750,4.9339797965116465e-05
751,4.9339797965116465e-05
752,4.9339797965116465e-05
753,4.9339797965116465e-05
760,0.00013844259946719362
777,2.2607032262494702e-08
908,5.982063226502253e-08
909,3.985748069250348e-07
986,5.984419063474595e-07
987,5.984419063474595e-07
989,5.984419063474595e-07
990,5.984419063474595e-07
991,5.984419063474595e-07
1027,0.0002353000073229746
1028,0.0002353000073229746
1057,6.270375778871053e-07
1072,9.483375243081942e-09
1073,9.483375243081942e-09
1074,9.483375243081942e-09
1075,9.483375243081942e-09
1076,9.483375243081942e-09
1077,9.483375243081942e-09
1078,9.483375243081942e-09
1079,9.483375243081942e-09
1090,3.6351870647095564e-11
1175,0.0004248368085798021
1193,6.998315589919169e-06
1196,5.792366272569329e-06
1197,5.727048237777592e-06
1200,9.373030949985914e-06
