Tag,acquisition_score
1,-0.6495308561202813
2,-0.8524803198531268
3,0.9279949135633115
4,-0.31482681214414854
5,-0.31482681214414854
6,-0.36010297902426214
7,-0.36010297902426214
8,-0.36010297902426214
9,-0.36010297902426214
10,-0.36010297902426214
11,0.2941857915893669
12,0.2941857915893669
13,0.2941857915893669
14,0.2941857915893669
15,0.2941857915893669
16,0.12151015180459102
17,0.12151015180459102
18,0.12151015180459102
19,0.12151015180459102
20,0.3948629822692309
21,0.3948629822692309
22,0.3948629822692309
23,0.3948629822692309
24,0.3948629822692309
25,0.3150960479681362
26,0.3150960479681362
27,0.3150960479681362
28,-0.02876810913899025
29,0.05374219491966864
30,0.5214625277599156
31,-0.6825307787357797
32,-0.07114870507479965
33,0.5783242366515555
34,0.597719374269608
35,0.30647580158413
36,-0.01768240373651786
37,0.597719374269608
38,0.5783242366515555
39,0.30647580158413
40,1.2835529502657113
41,-0.01768240373651786
42,0.597719374269608
43,0.30647580158413
44,1.2835529502657113
45,0.597719374269608
46,0.30647580158413
47,-0.01768240373651786
48,0.597719374269608
49,0.5783242366515555
50,0.30647580158413
51,1.2835529502657113
52,-0.01768240373651786
53,0.597719374269608
54,0.5783242366515555
55,0.30647580158413
56,1.2835529502657113
57,-0.01768240373651786
58,0.597719374269608
59,0.5783242366515555
60,0.30647580158413
61,1.2835529502657113
62,-0.01768240373651786
63,0.597719374269608
64,0.5783242366515555
65,0.30647580158413
66,1.2835529502657113
67,-0.01768240373651786
68,0.597719374269608
69,0.5783242366515555
70,0.30647580158413
71,1.2835529502657113
84,0.10781558447032391
85,0.10781558447032391
86,0.10781558447032391
87,0.10781558447032391
88,0.10781558447032391
89,0.10781558447032391
90,0.10781558447032391
91,0.10781558447032391
92,-0.6651425619861467
93,-0.6651425619861467
94,-0.6651425619861467
95,-0.6651425619861467
96,-0.6651425619861467
97,-0.6651425619861467
100,-1.4355159438301948
101,-1.0086931483249704
102,-0.8372850835446964
103,-0.7018798486978773
105,-1.0329652405229681
106,-0.5104565300543272
109,-0.8604531530728297
110,-1.0030242180138471
118,0.8331031732837553
120,0.8331031732837553
123,0.8331031732837553
164,0.16257073997744684
165,-0.06842875122375577
166,0.16257073997744684
167,-0.06842875122375577
168,0.16257073997744684
169,-0.06842875122375577
170,1.5856514368025283
171,1.5942407211607563
172,1.4667758970734153
173,1.3204329877728789
174,0.22466153177575277
175,1.6425711262918674
176,1.437015235588546
177,2.122887024739282
178,0.8011875461106465
179,-0.5195850404035628
180,1.4937009398683503
181,1.3545099635669808
182,0.7644563058220109
183,0.05374219491966864
184,1.0442642731973126
186,1.0836723674074724
187,1.3601947991074408
188,0.8760311123779901
189,-0.3604871474950388
190,-1.2377236449247728
191,-1.6618613219269578
192,-0.6415475356153414
193,-0.832242588182025
194,-0.3144810225274069
195,-1.772959259099124
196,-1.772959259099124
197,-1.0033424995449622
198,-1.0033424995449622
199,-0.011619589331671953
200,-0.011619589331671953
201,-1.4170658771576907
202,0.28377891949212
203,0.28377891949212
204,0.21475406643271078
205,-1.2377236449247728
206,-1.2377236449247728
207,-0.9432841699823911
208,-0.01768240373651786
209,-0.01768240373651786
210,0.26167113843494616
211,1.0865006021747008
212,1.2557262089646406
213,-1.6618613219269578
214,-1.4089936571438777
215,-1.3883464951243298
216,-1.3123170129395119
217,-1.379448617308772
218,-1.4043708921261842
219,-1.4059910791106962
220,-1.4089936571438777
221,-1.3883464951243298
222,-1.3123170129395119
223,-1.379448617308772
224,-1.4043708921261842
225,-1.4059910791106962
226,-1.4089936571438777
227,-1.3883464951243298
228,-1.3123170129395119
229,-1.379448617308772
230,-1.4043708921261842
231,-1.4059910791106962
232,-1.4089936571438777
233,-1.3883464951243298
234,-1.3123170129395119
235,-1.379448617308772
236,-1.4043708921261842
237,-1.4059910791106962
238,-1.4089936571438777
239,-1.3883464951243298
240,-1.3123170129395119
241,-1.379448617308772
242,-1.4043708921261842
243,-1.4059910791106962
244,-1.4089936571438777
245,-1.3883464951243298
246,-1.3123170129395119
247,-1.379448617308772
248,-1.4043708921261842
249,-1.4059910791106962
250,-1.4089936571438777
251,-1.3883464951243298
252,-1.3123170129395119
253,-1.379448617308772
254,-1.4043708921261842
255,-1.4059910791106962
256,-1.3123170129395119
257,-1.379448617308772
258,-1.4043708921261842
259,-1.4059910791106962
260,-1.4089936571438777
261,-1.3883464951243298
262,-1.3123170129395119
263,-1.379448617308772
264,-1.4043708921261842
265,-1.4059910791106962
266,-1.4043708921261842
267,-1.4089936571438777
268,-1.3883464951243298
269,-1.3123170129395119
270,-1.379448617308772
271,-1.4043708921261842
272,-1.4059910791106962
273,-1.3123170129395119
274,-1.379448617308772
275,-1.4043708921261842
276,-1.4059910791106962
277,0.7779468157831891
278,0.7779468157831891
279,0.7779468157831891
280,0.7779468157831891
281,0.7779468157831891
282,0.7779468157831891
283,0.7779468157831891
284,0.7779468157831891
285,0.7779468157831891
286,0.7779468157831891
287,0.7779468157831891
288,0.7779468157831891
