Tag,actual_y,estimated_y,error_of_y(actual_y-estimated_y)
10561,419.0,524.6010718615084,-105.60107186150844
18142,479.0,463.5976320811854,15.402367918814605
147,483.0,518.5347034667551,-35.534703466755104
2640,329.0,364.50338683063075,-35.503386830630745
11097,469.0,526.9205118998779,-57.92051189987785
18589,605.0,527.3773223623136,77.62267763768637
1571,523.0,533.9849330757904,-10.984933075790423
16688,587.0,601.1911721299093,-14.191172129909319
19215,436.0,475.39742753412725,-39.397427534127246
1220,576.0,522.0650028559979,53.93499714400207
7539,525.0,526.4154945072147,-1.415494507214703
4560,567.0,572.3504530327194,-5.350453032719429
2690,452.0,451.5861312827015,0.4138687172984987
8056,457.0,451.71395403020455,5.2860459697954525
2858,405.0058726,440.98547393791966,-35.97960133791969
10223,532.0,525.2657170814035,6.734282918596477
7796,536.0,520.504153885017,15.49584611498301
14708,454.0,481.8358308616316,-27.83583086163162
3363,398.0,514.1312941768906,-116.1312941768906
12111,538.0,552.4564832325105,-14.45648323251055
3854,411.0,426.0517129707432,-15.05171297074321
19371,469.0,422.9552926232017,46.04470737679833
9732,440.0,463.38394759328287,-23.38394759328287
2251,536.0,603.9406172171973,-67.94061721719731
5730,748.0,592.772817315044,155.227182684956
4094,475.0,485.4256387306904,-10.425638730690423
19752,554.0,559.6418396930218,-5.64183969302178
11750,527.0,494.97369583741516,32.026304162584836
12437,498.0,491.2274169272903,6.772583072709722
11419,359.0,405.9892502613255,-46.98925026132548
3971,437.0,501.7741328645947,-64.77413286459472
8484,470.0,495.469906401817,-25.469906401817013
17634,418.0,403.3591148986398,14.640885101360197
6924,417.0,417.9923958994482,-0.9923958994481836
13958,493.0,479.24440984124135,13.75559015875865
14142,467.2897196,536.0837855276964,-68.79406592769635
588,566.0,543.4849009040857,22.515099095914252
1170,390.0,426.7695553029547,-36.7695553029547
4396,415.0,383.59635779472364,31.403642205276356
18373,445.0,480.34796224025735,-35.347962240257345
3146,626.0,601.0041762506978,24.99582374930219
17510,464.0,456.966374323858,7.03362567614198
9088,705.0,693.8562901549421,11.143709845057856
3264,658.0,546.0088374575151,111.99116254248486
13851,622.0,595.4554960599019,26.54450394009814
3644,426.0,417.82107764631985,8.17892235368015
10264,538.0,538.3915095117682,-0.39150951176816307
13628,487.0,507.67290532312427,-20.67290532312427
19036,590.0,619.4941747064483,-29.494174706448348
4453,564.0,506.5487171797363,57.451282820263714
20159,765.0,629.4203102827001,135.57968971729986
12222,485.0,474.3794490049181,10.620550995081885
1482,468.0,518.5156268112893,-50.51562681128928
7341,423.0,427.0084068099835,-4.008406809983512
2615,374.0,407.630916435808,-33.63091643580799
16630,883.0,581.4489102211876,301.5510897788124
19259,496.0,497.579028084893,-1.5790280848930252
2435,663.0,665.5662982120522,-2.5662982120521747
3421,614.0,603.4145942333574,10.585405766642566
3659,518.0,520.2666263659036,-2.266626365903562
18609,511.0,601.1712827015923,-90.1712827015923
11838,469.0,486.9670092016073,-17.96700920160731
2203,518.134715,558.8957251011609,-40.76101010116088
8707,452.0,442.7752195252526,9.224780474747377
9568,393.0,371.86977639359475,21.130223606405252
9990,438.0,457.5670843664243,-19.567084366424297
112,472.0,468.74393691193666,3.2560630880633425
4305,469.9916452,456.56766843587485,13.423976764125143
17472,428.0,451.89918939494316,-23.899189394943164
2920,443.0071324,441.32880836748564,1.6783240325143538
15287,466.0,540.7921252420746,-74.79212524207458
12552,450.0,468.71025362307,-18.710253623070003
5641,422.0,424.08439110894506,-2.0843911089450557
15326,418.0,445.59385060571515,-27.593850605715147
3218,613.0,619.0539147483966,-6.053914748396551
13506,473.0,552.404538808107,-79.40453880810696
13492,462.0,513.8515903172303,-51.85159031723026
649,649.0,553.2925562146737,95.70744378532629
18864,580.0,530.931217677454,49.068782322545985
19264,440.0,524.83773031668,-84.83773031668
14499,449.0,467.3813559216315,-18.381355921631496
13738,454.0,476.4512007044293,-22.45120070442931
13444,396.0,433.9504869132399,-37.9504869132399
1285,617.0,614.0487041876023,2.9512958123976887
8203,402.0,485.8453773334169,-83.84537733341688
17983,451.0,470.1439496243802,-19.143949624380184
15054,521.0,487.57488506945015,33.42511493054985
15143,502.0,593.8514205060981,-91.85142050609807
4471,339.9048266,358.7339859941589,-18.82915939415892
13791,534.0,531.7839585519108,2.216041448089186
12542,483.0,524.6546417256901,-41.65464172569011
12919,668.0,601.9277085597453,66.07229144025473
13825,328.0,351.7839596618973,-23.783959661897313
3871,505.0,487.6400484912989,17.3599515087011
11002,518.0,359.46240944487727,158.53759055512273
9173,561.0,624.486250422786,-63.48625042278604
12200,600.0,560.9717031528521,39.028296847147885
8699,473.0,462.76639703182144,10.233602968178559
13813,304.0,377.82245282562593,-73.82245282562593
6828,416.0,425.07500246284286,-9.07500246284286
4051,615.0,589.6764315510247,25.323568448975266
12787,486.0,485.51860811450365,0.48139188549635037
19237,428.0,542.3003128354188,-114.30031283541882
11820,576.3688761,566.1301846824094,10.23869141759053
780,629.0,633.7146297300322,-4.714629730032243
16036,490.0,452.2279363209794,37.77206367902062
4797,530.5039788,509.3721603710242,21.131818428975805
3057,478.0,468.8825623354648,9.117437664535203
802,448.0,461.4135763806213,-13.413576380621294
5154,480.0,466.1291530187516,13.870846981248405
16888,526.0,564.075084602439,-38.075084602439006
1052,442.99,397.9791580825611,45.01084191743888
5552,435.0,480.02020042344253,-45.02020042344253
4090,558.0,506.73730326691293,51.26269673308707
2151,453.0,430.24167052466737,22.75832947533263
14096,511.0,524.6447151732459,-13.644715173245913
12808,655.0,598.8411000607687,56.15889993923133
12662,422.0,418.2485025577173,3.751497442282698
4288,536.0,507.3811142526099,28.618885747390095
6531,533.0,620.2726449247341,-87.2726449247341
1511,519.0,558.7998092443162,-39.79980924431618
8702,461.0,449.4008307474715,11.599169252528498
924,376.0,489.52165062659003,-113.52165062659003
4154,611.0,593.5740870963376,17.42591290366238
2190,487.0920604,529.7762287148097,-42.68416831480971
5814,512.4998719,489.1345399433017,23.3653319566983
14982,659.0,597.3602412849801,61.639758715019866
5420,382.0,418.78625515498635,-36.78625515498635
19452,475.0,452.2636407235851,22.736359276414873
11429,446.0,483.0411348764783,-37.04113487647828
12592,661.0,642.317633483848,18.682366516152
2645,409.0,495.76650102495734,-86.76650102495734
4353,497.0,515.5168062100655,-18.51680621006551
9460,629.0,602.0589648056067,26.941035194393294
5726,680.0,685.7544255100399,-5.754425510039937
5837,458.9998394,454.4564468876835,4.543392512316473
19384,420.0,433.8432203418339,-13.843220341833899
4810,423.0,464.14292317665684,-41.142923176656836
6746,495.0,489.9779368436418,5.022063156358172
6818,407.0,430.2107146056916,-23.210714605691578
6966,448.0,449.3079164525229,-1.3079164525228748
13166,411.0,468.3874069087711,-57.387406908771084
2702,338.0,450.76566616203274,-112.76566616203274
4018,444.0,495.59070544139945,-51.59070544139945
12275,544.0,557.124378755138,-13.124378755137968
18151,481.0,475.47496367436787,5.525036325632129
5722,687.0,710.4862476861289,-23.486247686128877
7661,374.0,508.36556215725807,-134.36556215725807
4013,735.0,578.027965109184,156.97203489081596
18098,440.0,451.4390335282225,-11.439033528222524
3357,396.0,470.5140650702876,-74.51406507028759
1256,562.0,526.4009643319674,35.59903566803257
16937,515.0,557.8669557004098,-42.86695570040979
12329,417.0,449.46840666347555,-32.46840666347555
4021,445.0,504.89609569036156,-59.89609569036156
4915,362.0,443.44494363431824,-81.44494363431824
8629,401.0,446.13858936034546,-45.13858936034546
4071,463.0,485.49196816376116,-22.491968163761157
7802,558.0,476.51127288550407,81.48872711449593
13722,462.0,479.47380288057644,-17.473802880576443
8425,435.5,496.13222898328684,-60.632228983286836
19636,511.0,595.4053594422236,-84.40535944222358
11808,578.0346821,555.1454755889071,22.889206511092993
12847,603.0,550.1530019733875,52.84699802661248
14010,408.0,466.5105130468208,-58.51051304682079
12102,536.0,529.6229863083106,6.377013691689399
6171,648.0,649.5134997053856,-1.513499705385584
1485,524.0,482.15196665539264,41.84803334460736
2408,387.0,433.48771572602436,-46.48771572602436
10519,527.0,539.6205825956786,-12.62058259567857
4116,494.0,500.6199236375784,-6.619923637578381
11763,430.0,440.65853340161675,-10.65853340161675
13792,552.0,542.0942506375596,9.90574936244036
20081,412.0,497.7709016250908,-85.7709016250908
17083,415.0,457.6363869160598,-42.63638691605979
5052,376.0,397.8205528398552,-21.820552839855225
4083,567.0,548.3130259909246,18.686974009075357
3482,433.0,495.3960317780621,-62.39603177806208
18100,446.0,446.60658451030247,-0.6065845103024685
18597,498.0,544.9866242403684,-46.98662424036843
16141,487.5,481.3704507912637,6.129549208736307
5277,474.8338082,456.82944928347416,18.00435891652586
1081,480.0,440.1696672073436,39.83033279265641
9097,697.0,652.4101130589049,44.589886941095074
18125,485.0,469.89804309529904,15.101956904700955
8089,365.0,365.41112730023684,-0.4111273002368421
12558,569.0,515.4527581266101,53.54724187338991
12973,445.0,453.34218305425355,-8.342183054253553
19918,514.0,500.1893869851588,13.81061301484118
17894,583.0,539.0653891859666,43.93461081403336
4156,615.0,590.6299647610053,24.37003523899466
428,471.0,449.92919105013385,21.070808949866148
851,418.0,428.46567768302833,-10.465677683028332
17949,606.0,597.6514672783106,8.348532721689367
6080,420.0,426.2537995828297,-6.253799582829686
18514,539.0,433.1059419774882,105.89405802251179
13079,515.0,571.7720166756063,-56.772016675606324
14629,377.0,590.7175211089575,-213.7175211089575
5189,512.0,518.6434830156812,-6.643483015681227
11392,532.0,558.8927843159786,-26.892784315978588
13433,473.0,527.6356566859462,-54.635656685946174
6545,520.8067941,575.2310232786829,-54.42422917868282
7225,495.0,476.02037775877176,18.979622241228242
15637,513.0,435.56591250508603,77.43408749491397
15117,550.0,503.8976852257215,46.10231477427851
13300,419.0,406.4897932871555,12.510206712844479
13118,498.0,448.81433880801876,49.18566119198124
16598,628.0,535.3627716807017,92.63722831929829
9123,415.5067104,384.60442891492124,30.90228148507873
19359,511.0,459.2526173714069,51.74738262859307
12863,461.0,496.55928837544974,-35.55928837544974
7737,415.0,446.46961407857964,-31.46961407857964
6443,495.0,518.3956068351944,-23.39560683519437
5022,417.0,520.4254031386741,-103.42540313867414
3525,498.0,494.8139669008417,3.186033099158294
18154,478.0,480.5633619814605,-2.5633619814605026
4127,577.0,492.0366122276954,84.9633877723046
9160,402.4954719,460.47860722342455,-57.98313532342456
13235,406.0,515.5588016570265,-109.55880165702649
14028,408.0,420.11138792613093,-12.11138792613093
17575,485.0,570.9844345882957,-85.9844345882957
7460,664.0,701.7238422654477,-37.72384226544773
14487,573.0,515.0826143166956,57.91738568330436
8364,602.0,539.4920674764002,62.507932523599834
10251,516.5,492.20585650124525,24.29414349875475
17804,634.0,611.1932354180569,22.80676458194307
8252,405.0,487.0141712314146,-82.0141712314146
16578,655.0,607.9286667576266,47.071333242373385
12669,417.0,421.89829017784314,-4.898290177843137
4989,585.0,588.2817100261465,-3.2817100261464702
2174,570.1254276,508.11921728742516,62.00621031257481
19463,600.0,560.6262657105652,39.373734289434765
6238,376.0,411.3172119182804,-35.31721191828041
1080,552.0,558.4097390298292,-6.409739029829211
5871,451.0,482.5361584837875,-31.536158483787517
15290,560.0,465.98561356602744,94.01438643397256
1101,578.0,573.9152107176908,4.0847892823092025
19568,594.0,581.0865061473934,12.91349385260662
12441,541.0,469.0992305562395,71.90076944376051
1089,425.0,484.43037779843644,-59.43037779843644
3516,415.0,420.78958145994505,-5.789581459945055
558,397.0,489.3795724360757,-92.3795724360757
6400,536.0,524.5175271264325,11.48247287356753
15428,570.0,531.7551361432547,38.24486385674527
4490,488.997555,407.847245500227,81.15030949977296
6454,590.0,553.7043680737652,36.29563192623482
7511,385.000385,449.3857529203807,-64.3853679203807
7716,405.0,410.56195883828116,-5.561958838281157
4612,433.0,424.97965573515876,8.020344264841242
11532,528.0,550.3288757387116,-22.328875738711645
7305,465.0,465.7830353167544,-0.7830353167544217
13124,313.0,422.34736570607714,-109.34736570607714
9603,494.0,537.4431520099055,-43.443152009905475
7913,437.0,467.2503918817655,-30.250391881765495
1949,518.0,503.52905670017094,14.47094329982906
6154,491.0,526.1010383583782,-35.10103835837822
18834,545.0,466.70519085395983,78.29480914604017
15929,475.0,503.5232476911531,-28.523247691153074
11887,570.0,563.2245187964602,6.775481203539812
6521,547.0,572.3612368601115,-25.36123686011149
15330,436.0,418.8400814208121,17.159918579187888
2074,377.0,412.47808266976097,-35.478082669760965
15626,414.0,395.76185836819263,18.238141631807366
16562,697.0,664.7222025865735,32.27779741342647
5597,460.0,472.9926799988288,-12.992679998828805
16850,557.0,528.4260216882943,28.573978311705673
13567,374.0,422.5970545794269,-48.597054579426924
8176,390.0,419.96194167561146,-29.961941675611456
17149,408.0,460.51699379192297,-52.51699379192297
969,415.0,434.13064200583773,-19.13064200583773
1155,443.0,441.15434372225866,1.845656277741341
4397,410.0,392.05777787436466,17.94222212563534
13141,436.0,436.50526906092614,-0.505269060926139
9961,544.0,574.0121207557111,-30.012120755711067
16162,460.0,445.57861222614486,14.421387773855145
1311,471.0,478.25258654278156,-7.2525865427815575
3425,643.0,591.9282678890133,51.07173211098666
7318,538.0,501.9168050481463,36.08319495185373
7247,561.0,522.7380838740645,38.2619161259355
10112,589.0,515.461146708087,73.53885329191303
8067,385.0,391.55268141796626,-6.552681417966255
13550,383.0,372.7036806456059,10.296319354394086
19058,533.0,510.28484999774554,22.71515000225446
13384,443.0,463.7268161811084,-20.726816181108404
18958,486.0,491.2041099783315,-5.2041099783314735
7962,662.0,724.8890138608203,-62.88901386082034
12956,640.0,446.31476740716175,193.68523259283825
12155,521.0,541.8925055254684,-20.892505525468437
16164,441.754386,459.45499838553764,-17.700612385537625
15052,502.0,466.9834517656115,35.016548234388495
3439,587.0,565.5813935905948,21.418606409405243
17255,412.0,435.7145070343074,-23.714507034307417
7901,483.0,440.4553515633221,42.5446484366779
4617,420.0,431.87278590642586,-11.872785906425861
9773,590.0,600.6166749827717,-10.616674982771656
11925,439.0,433.75105316014316,5.248946839856842
17652,485.0,489.75957858746585,-4.759578587465853
7706,402.0,470.266649400783,-68.26664940078302
15149,605.0,513.039916264426,91.96008373557402
11413,378.0,369.16883238803507,8.83116761196493
9720,363.0,387.4185109580335,-24.418510958033494
15006,577.0,624.2112683391442,-47.211268339144226
20129,645.0,453.9617477560225,191.03825224397752
15484,518.0,575.3509068158743,-57.35090681587428
370,610.0,579.2329037964954,30.767096203504593
19858,508.0,509.32434326782396,-1.3243432678239628
13990,424.0,480.81222736195457,-56.81222736195457
5827,483.5005439,501.1474033529746,-17.64685945297458
14429,446.0,465.0003067185939,-19.00030671859389
12621,436.0,435.4158754911339,0.5841245088661253
1342,372.0,499.27705189659036,-127.27705189659036
4177,619.0,605.5728120519398,13.427187948060237
7985,717.0,717.3897149746915,-0.3897149746915147
5589,458.0,445.83251985611173,12.16748014388827
13828,547.0,547.0816384087718,-0.08163840877182338
18992,757.0,620.2595963145615,136.74040368543854
5195,539.0,526.3169954730711,12.683004526928926
17947,603.0,606.8787996228153,-3.878799622815336
9436,581.0,574.2766143948683,6.723385605131739
17460,705.0,636.9405797251454,68.05942027485457
12435,442.0,514.6868153390864,-72.68681533908637
17326,568.0,584.8348407422338,-16.834840742233837
163,461.0,499.9369826164101,-38.93698261641009
11378,653.0,497.7489529688131,155.25104703118689
11227,373.0,451.6916721239109,-78.6916721239109
19381,504.0,530.1303147808713,-26.130314780871345
809,476.0,461.4135763806213,14.586423619378706
10803,570.0,487.6168809381066,82.38311906189341
17124,459.0,435.60836073833104,23.391639261668956
12862,495.0,464.43624221490205,30.56375778509795
17451,635.0,618.518152593625,16.481847406374982
13057,380.0,426.36942396458954,-46.369423964589544
2392,390.0,419.2343245700561,-29.234324570056117
19152,726.0,703.8765851428509,22.1234148571491
7611,511.0,512.4014896258777,-1.4014896258777298
7257,354.0,382.4412003207507,-28.44120032075068
9550,503.0,486.61475630417823,16.38524369582177
3446,393.0,513.7416466917965,-120.74164669179652
8240,537.0,553.8814821159756,-16.881482115975587
823,431.0,428.21641776425747,2.7835822357425286
17435,634.0,584.9921343922341,49.00786560776589
19679,393.0,419.3885461829469,-26.388546182946925
9205,741.0,626.5417449010059,114.45825509899407
7805,490.0,508.70227709997505,-18.70227709997505
18377,437.0,436.1361833938177,0.8638166061822972
12795,514.0,464.62522606639374,49.374773933606264
6915,478.0,445.6978262380029,32.302173761997096
19714,584.0,562.2490244952897,21.750975504710254
16595,676.0,635.3299241433352,40.670075856664766
6331,469.0,502.009630118307,-33.00963011830697
19927,541.0,538.4805520969184,2.519447903081641
11006,421.0,436.07196928684596,-15.071969286845956
